file,frame_ms,W,num_bins,smooth_bins,median_width,gt_count,pred_count,matched,missing,extra,MAE_ms,RMSE_ms,balanced_frame_error,match_tolerance_ms,T_energy,T_centroid,fallback
phone_M1.wav,50.0,3.0,80,1,1,2,2,2,0,0,19.999999999999936,22.36067977499778,0.022727272727272728,150.0,0.0002966244194831234,1188.542432245935,False
studio_F1.wav,50.0,3.0,80,1,1,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.00021647395876414713,1113.5231183253504,False
studio_M1.wav,50.0,3.0,80,1,1,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00020170740148605875,1279.3599423313776,False
phone_F1.wav,50.0,3.0,80,1,3,2,4,2,0,2,10.000000000000009,14.142135623730963,0.06818181818181818,150.0,0.002190592009221291,723.5843174406896,False
phone_M1.wav,50.0,3.0,80,1,3,2,2,2,0,0,19.999999999999936,22.36067977499778,0.022727272727272728,150.0,0.0002966244194831234,1188.542432245935,False
studio_F1.wav,50.0,3.0,80,1,3,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.00021647395876414713,1113.5231183253504,False
studio_M1.wav,50.0,3.0,80,1,3,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00020170740148605875,1279.3599423313776,False
phone_F1.wav,50.0,3.0,80,1,5,2,4,1,1,3,20.000000000000018,20.000000000000018,0.13636363636363635,150.0,0.002190592009221291,723.5843174406896,False
phone_M1.wav,50.0,3.0,80,1,5,2,2,2,0,0,19.999999999999936,22.36067977499778,0.022727272727272728,150.0,0.0002966244194831234,1188.542432245935,False
studio_F1.wav,50.0,3.0,80,1,5,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.00021647395876414713,1113.5231183253504,False
studio_M1.wav,50.0,3.0,80,1,5,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00020170740148605875,1279.3599423313776,False
phone_F1.wav,50.0,3.0,80,3,1,2,4,2,0,2,10.000000000000009,14.142135623730963,0.07954545454545454,150.0,0.002190592009221291,800.0324590437015,False
phone_M1.wav,50.0,3.0,80,3,1,2,2,2,0,0,19.999999999999936,22.36067977499778,0.022727272727272728,150.0,0.0002966244194831234,1174.4121948826532,False
studio_F1.wav,50.0,3.0,80,3,1,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0003896377559541672,1129.2736389301185,False
studio_M1.wav,50.0,3.0,80,3,1,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00025213407467398157,1279.3599423313776,False
phone_F1.wav,50.0,3.0,80,3,3,2,4,2,0,2,10.000000000000009,14.142135623730963,0.06818181818181818,150.0,0.002190592009221291,800.0324590437015,False
phone_M1.wav,50.0,3.0,80,3,3,2,2,2,0,0,19.999999999999936,22.36067977499778,0.022727272727272728,150.0,0.0002966244194831234,1174.4121948826532,False
studio_F1.wav,50.0,3.0,80,3,3,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0003896377559541672,1129.2736389301185,False
studio_M1.wav,50.0,3.0,80,3,3,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00025213407467398157,1279.3599423313776,False
phone_F1.wav,50.0,3.0,80,3,5,2,4,1,1,3,20.000000000000018,20.000000000000018,0.13636363636363635,150.0,0.002190592009221291,800.0324590437015,False
phone_M1.wav,50.0,3.0,80,3,5,2,2,2,0,0,19.999999999999936,22.36067977499778,0.022727272727272728,150.0,0.0002966244194831234,1174.4121948826532,False
